timestamp,window_id,slug,reason,entry_mode,entry_side,llm_side,llm_confidence,llm_strength,llm_reason,current_atr,up_ask,down_ask,budget_multiplier,cheaper_side_ratio,total_budget,buy_up_usd,buy_up_shares,buy_down_usd,buy_down_shares
1780596779700,1,btc-updown-15m-1780596900,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.035_combined_1.02_atr_100.75_atr_regime_storm_budget_mult_0.10,one_side,UP,,0.0000,,,100.7500,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780597679702,2,btc-updown-15m-1780597800,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.035_combined_1.02_atr_91.87_atr_regime_storm_budget_mult_0.10,one_side,UP,,0.0000,,,91.8714,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780599504708,4,btc-updown-15m-1780599600,d1_one_leg_up_ask_0.48_fair_0.500_edge_+0.020_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.060_discount_req_0.025_combined_1.02_atr_79.01_atr_regime_volatile_budget_mult_0.10,one_side,UP,,0.0000,,,79.0143,0.4800,0.5400,0.1000,0.5000,3.0000,3.0000,6.25000000,0.0000,0.00000000
1780600379721,5,btc-updown-15m-1780600500,d1_one_leg_down_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.025_combined_1.02_atr_61.83_atr_regime_volatile_budget_mult_0.10,one_side,DOWN,,0.0000,,,61.8286,0.5100,0.5100,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,5.88235294
1780602187719,7,btc-updown-15m-1780602300,d1_one_leg_down_ask_0.50_fair_0.500_edge_+0.000_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.020_discount_req_0.025_combined_1.02_atr_74.60_atr_regime_volatile_budget_mult_0.10,one_side,DOWN,,0.0000,,,74.6000,0.5200,0.5000,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.00000000
1780603093721,8,btc-updown-15m-1780603200,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.025_combined_1.02_atr_75.33_atr_regime_volatile_budget_mult_0.10,one_side,UP,,0.0000,,,75.3286,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780604040724,9,btc-updown-15m-1780604100,d1_one_leg_down_ask_0.48_fair_0.500_edge_+0.020_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.070_discount_req_0.025_combined_1.03_atr_85.03_atr_regime_volatile_budget_mult_0.10,one_side,DOWN,,0.0000,,,85.0286,0.5500,0.4800,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.25000000
1780605809728,11,btc-updown-15m-1780605900,d1_one_leg_down_ask_0.50_fair_0.500_edge_+0.000_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.020_discount_req_0.025_combined_1.02_atr_76.55_atr_regime_volatile_budget_mult_0.10,one_side,DOWN,,0.0000,,,76.5500,0.5200,0.5000,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.00000000
1780606697728,12,btc-updown-15m-1780606800,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.000_discount_req_0.025_combined_1.02_atr_75.41_atr_regime_volatile_budget_mult_0.10,one_side,UP,,0.0000,,,75.4143,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780608483735,14,btc-updown-15m-1780608600,d1_one_leg_up_ask_0.49_fair_0.500_edge_+0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.040_discount_req_0.025_combined_1.02_atr_74.50_atr_regime_volatile_budget_mult_0.10,one_side,UP,,0.0000,,,74.5000,0.4900,0.5300,0.1000,0.5000,3.0000,3.0000,6.12244898,0.0000,0.00000000
1780609379736,15,btc-updown-15m-1780609500,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_3_ptb_known_false_discount_-0.010_discount_req_0.025_combined_1.01_atr_88.49_atr_regime_volatile_budget_mult_0.10,one_side,UP,,0.0000,,,88.4929,0.5100,0.5000,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780610279738,16,btc-updown-15m-1780610400,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.000_discount_req_0.025_combined_1.02_atr_82.26_atr_regime_volatile_budget_mult_0.10,one_side,UP,,0.0000,,,82.2571,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780611193741,17,btc-updown-15m-1780611300,d1_one_leg_down_ask_0.49_fair_0.500_edge_+0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.040_discount_req_0.035_combined_1.02_atr_115.34_atr_regime_storm_budget_mult_0.10,one_side,DOWN,,0.0000,,,115.3429,0.5300,0.4900,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.12244898
