timestamp,window_id,slug,status,llm_side,llm_confidence,llm_strength,llm_reason,llm_risk,key_drivers,result_winner,result_correct,current_atr,secs_to_start,spot_price,spot_velocity_usd_per_sec,spot_smoothed_velocity_usd_per_sec,spot_acceleration_usd_per_sec2,up_bid,up_ask,down_bid,down_ask
1780575482840,1,btc-updown-5m-1780575600,ok,DOWN,0.6500,medium,Negative raw and smoothed velocity indicate strong downward momentum leading into the window open.,Slightly positive acceleration suggests the downward move may be decelerating or stabilizing near the open.,Negative raw velocity of -3.60 USD/sec | Smoothed velocity of -2.39 USD/sec confirming downward trend | Down contract priced at parity (0.50 ask) offering good risk-reward,,,100.7929,120,62638.5843,-3.600849,-2.394171,0.048380,0.5100,0.5200,0.4900,0.5000
1780575782961,2,btc-updown-5m-1780575900,ok,UP,0.6500,medium,Strong positive raw and smoothed velocity indicates upward momentum leading into the window open despite slight deceleration.,Slight negative acceleration suggests the upward momentum could be tapering off before the window starts.,Positive raw velocity of 9.11 USD/sec | Positive smoothed velocity of 7.73 USD/sec | Contracts are priced at near-perfect parity (0.50/0.51),,,100.7929,120,62941.6583,9.113203,7.729232,-1.003045,0.5000,0.5100,0.5000,0.5100
1780575899955,1,btc-updown-5m-1780575600,result,DOWN,0.6500,medium,Negative raw and smoothed velocity indicate strong downward momentum leading into the window open.,Slightly positive acceleration suggests the downward move may be decelerating or stabilizing near the open.,Negative raw velocity of -3.60 USD/sec | Smoothed velocity of -2.39 USD/sec confirming downward trend | Down contract priced at parity (0.50 ask) offering good risk-reward,UP,false,100.7929,0,63250.2400,3.966969,3.667193,-0.105345,0.9900,1.0000,0.0100,0.0100
1780576083195,3,btc-updown-5m-1780576200,ok,UP,0.6200,medium,"Positive raw and smoothed velocity indicate upward momentum leading into the window open, reversing the previous failed DOWN bias.",Slight negative acceleration suggests the upward momentum could be tapering off before the start.,Strong positive raw velocity of 3.17 USD/sec | Smoothed velocity remains positive at 2.14 USD/sec | Need to pivot from the previous failed DOWN signal in the recent window context,,,100.7929,120,63165.3067,3.170725,2.140193,-0.116291,0.5000,0.5100,0.5000,0.5100
1780576199956,2,btc-updown-5m-1780575900,result,UP,0.6500,medium,Strong positive raw and smoothed velocity indicates upward momentum leading into the window open despite slight deceleration.,Slight negative acceleration suggests the upward momentum could be tapering off before the window starts.,Positive raw velocity of 9.11 USD/sec | Positive smoothed velocity of 7.73 USD/sec | Contracts are priced at near-perfect parity (0.50/0.51),DOWN,false,100.7929,0,63192.4669,-2.541114,-0.282384,0.134354,0.0100,0.0100,0.9900,1.0000
1780576383806,4,btc-updown-5m-1780576500,ok,UP,0.6500,medium,Strong positive velocity and acceleration indicate robust upward momentum leading into the window open.,"Recent LLM and entry-side accuracy have been poor, and high volatility increases the risk of sharp mean reversion.",Raw velocity of +5.76 USD/sec shows immediate upward pressure | Positive acceleration of 1.10 USD/sec2 suggests the upward move is gaining strength | High 1-minute ATR of 160.01 indicates sufficient volatility to sustain a directional breakout,,,160.0143,120,63523.7247,5.760699,3.586358,1.104506,0.4900,0.5000,0.5000,0.5100
1780576499957,3,btc-updown-5m-1780576200,result,UP,0.6200,medium,"Positive raw and smoothed velocity indicate upward momentum leading into the window open, reversing the previous failed DOWN bias.",Slight negative acceleration suggests the upward momentum could be tapering off before the start.,Strong positive raw velocity of 3.17 USD/sec | Smoothed velocity remains positive at 2.14 USD/sec | Need to pivot from the previous failed DOWN signal in the recent window context,UP,true,180.9643,0,63431.9356,-1.461852,-1.401172,0.058622,0.9900,1.0000,0.0100,0.0100
1780576683556,5,btc-updown-5m-1780576800,ok,DOWN,0.6500,medium,Strong negative smoothed velocity and negative acceleration indicate continued short-term downward momentum leading into the window open.,Short-term mean reversion or sudden volatility spikes near the window open could quickly invalidate the downward momentum.,Negative smoothed velocity of -0.60 USD/sec | Negative acceleration of -0.0158 USD/sec2 | Down contract ask is near parity at 0.52,,,184.4071,120,63617.4037,-0.145335,-0.604980,-0.015787,0.4900,0.5000,0.5100,0.5200
1780576799957,4,btc-updown-5m-1780576500,result,UP,0.6500,medium,Strong positive velocity and acceleration indicate robust upward momentum leading into the window open.,"Recent LLM and entry-side accuracy have been poor, and high volatility increases the risk of sharp mean reversion.",Raw velocity of +5.76 USD/sec shows immediate upward pressure | Positive acceleration of 1.10 USD/sec2 suggests the upward move is gaining strength | High 1-minute ATR of 160.01 indicates sufficient volatility to sustain a directional breakout,UP,true,163.8643,0,63610.2905,-1.343190,0.058595,-0.223353,0.9900,1.0000,0.0100,0.0100
1780576983017,6,btc-updown-5m-1780577100,ok,DOWN,0.7200,medium,Strong negative velocity and acceleration indicate persistent downward momentum leading into the window open.,A sudden trend reversal or mean reversion near the window open could invalidate the downward momentum.,Negative smoothed velocity of -1.12 USD/sec | Negative acceleration of -0.02 USD/sec2 | Downside contract pricing is near parity at 0.52,,,148.8500,120,63520.5267,-1.031530,-1.118708,-0.023778,0.4900,0.5000,0.5100,0.5200
1780577099958,5,btc-updown-5m-1780576800,result,DOWN,0.6500,medium,Strong negative smoothed velocity and negative acceleration indicate continued short-term downward momentum leading into the window open.,Short-term mean reversion or sudden volatility spikes near the window open could quickly invalidate the downward momentum.,Negative smoothed velocity of -0.60 USD/sec | Negative acceleration of -0.0158 USD/sec2 | Down contract ask is near parity at 0.52,DOWN,true,145.3786,0,63513.6944,-2.002469,-1.850316,0.072493,0.0100,0.0100,0.9900,1.0000
1780577282948,7,btc-updown-5m-1780577400,ok,DOWN,0.6500,medium,Negative raw velocity and acceleration indicate downward momentum leading into the window open.,Short-term momentum can quickly reverse if buying pressure emerges near key support levels.,Negative raw velocity of -0.68 USD/sec | Negative acceleration of -0.14 USD/sec2 | DOWN contract is priced attractively at 0.50 ask,,,128.0071,120,63533.0622,-0.684843,-0.013059,-0.142797,0.5100,0.5200,0.4900,0.5000
1780577399961,6,btc-updown-5m-1780577100,result,DOWN,0.7200,medium,Strong negative velocity and acceleration indicate persistent downward momentum leading into the window open.,A sudden trend reversal or mean reversion near the window open could invalidate the downward momentum.,Negative smoothed velocity of -1.12 USD/sec | Negative acceleration of -0.02 USD/sec2 | Downside contract pricing is near parity at 0.52,UP,false,133.9857,0,63820.8358,2.825462,2.472610,-0.191235,0.9900,1.0000,0.0100,0.0100
1780577583185,8,btc-updown-5m-1780577700,ok,UP,0.6500,medium,Positive and accelerating momentum indicators suggest upward continuation into the window open.,"Recent LLM accuracy is at 50%, indicating a highly volatile regime where momentum can quickly reverse.",Positive smoothed velocity of 1.26 USD/sec | Positive acceleration of 0.49 USD/sec2 | UP contract ask is near parity at 0.49,,,126.1071,120,63806.7821,0.797942,1.262735,0.491327,0.4800,0.4900,0.5200,0.5300
1780577699962,7,btc-updown-5m-1780577400,result,DOWN,0.6500,medium,Negative raw velocity and acceleration indicate downward momentum leading into the window open.,Short-term momentum can quickly reverse if buying pressure emerges near key support levels.,Negative raw velocity of -0.68 USD/sec | Negative acceleration of -0.14 USD/sec2 | DOWN contract is priced attractively at 0.50 ask,DOWN,true,125.5857,0,63768.4163,0.162779,-0.421719,-0.138591,0.0100,0.0100,0.9900,1.0000
1780577884348,9,btc-updown-5m-1780578000,ok,UP,0.5500,weak,"Raw velocity and acceleration have turned positive, suggesting a potential short-term upward reversal despite negative smoothed velocity.","Smoothed velocity remains slightly negative, indicating the broader micro-trend is still consolidating.",Positive raw velocity of 0.094 USD/sec | Positive acceleration of 0.045 USD/sec2 indicating upward momentum shift | Upward contract ask is near parity at 0.52,,,124.7071,120,63634.9293,0.093796,-0.041091,0.045474,0.5100,0.5200,0.4900,0.5000
