timestamp,window_id,slug,reason,entry_mode,entry_side,llm_side,llm_confidence,llm_strength,llm_reason,current_atr,up_ask,down_ask,budget_multiplier,cheaper_side_ratio,total_budget,buy_up_usd,buy_up_shares,buy_down_usd,buy_down_shares
1780596479446,1,btc-updown-5m-1780596600,d1_one_leg_down_ask_0.50_fair_0.500_edge_+0.000_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.020_discount_req_0.035_combined_1.02_atr_100.75_atr_regime_storm_budget_mult_0.10,one_side,DOWN,,0.0000,,,100.7500,0.5200,0.5000,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.00000000
1780596779447,2,btc-updown-5m-1780596900,d1_one_leg_up_ask_0.49_fair_0.500_edge_+0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.040_discount_req_0.035_combined_1.02_atr_100.75_atr_regime_storm_budget_mult_0.10,one_side,UP,,0.0000,,,100.7500,0.4900,0.5300,0.1000,0.5000,3.0000,3.0000,6.12244898,0.0000,0.00000000
1780597079448,3,btc-updown-5m-1780597200,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.035_combined_1.02_atr_100.75_atr_regime_storm_budget_mult_0.10,one_side,UP,,0.0000,,,100.7500,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780597418450,4,btc-updown-5m-1780597500,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.025_combined_1.02_atr_81.38_atr_regime_volatile_budget_mult_0.10,one_side,UP,,0.0000,,,81.3786,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780597689451,5,btc-updown-5m-1780597800,d1_one_leg_down_ask_0.50_fair_0.500_edge_+0.000_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.020_discount_req_0.035_combined_1.02_atr_91.31_atr_regime_storm_budget_mult_0.10,one_side,DOWN,,0.0000,,,91.3143,0.5200,0.5000,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.00000000
1780597982452,6,btc-updown-5m-1780598100,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.035_combined_1.02_atr_126.79_atr_regime_storm_budget_mult_0.10,one_side,UP,,0.0000,,,126.7857,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780598387455,7,btc-updown-5m-1780598400,d1_one_leg_up_ask_0.48_fair_0.500_edge_+0.020_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.060_discount_req_0.035_combined_1.02_atr_129.34_atr_regime_storm_budget_mult_0.10,one_side,UP,,0.0000,,,129.3429,0.4800,0.5400,0.1000,0.5000,3.0000,3.0000,6.25000000,0.0000,0.00000000
1780598579454,8,btc-updown-5m-1780598700,d1_one_leg_down_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.035_combined_1.02_atr_136.04_atr_regime_storm_budget_mult_0.10,one_side,DOWN,,0.0000,,,136.0357,0.5100,0.5100,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,5.88235294
1780598879466,9,btc-updown-5m-1780599000,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.035_combined_1.02_atr_99.28_atr_regime_storm_budget_mult_0.10,one_side,UP,,0.0000,,,99.2786,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780599179532,10,btc-updown-5m-1780599300,d1_one_leg_down_ask_0.50_fair_0.500_edge_+0.000_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.020_discount_req_0.025_combined_1.02_atr_83.66_atr_regime_volatile_budget_mult_0.10,one_side,DOWN,,0.0000,,,83.6571,0.5200,0.5000,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.00000000
1780599504457,11,btc-updown-5m-1780599600,d1_one_leg_up_ask_0.48_fair_0.500_edge_+0.020_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.060_discount_req_0.025_combined_1.02_atr_79.01_atr_regime_volatile_budget_mult_0.10,one_side,UP,,0.0000,,,79.0143,0.4800,0.5400,0.1000,0.5000,3.0000,3.0000,6.25000000,0.0000,0.00000000
1780599779457,12,btc-updown-5m-1780599900,d1_one_leg_down_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.025_combined_1.02_atr_73.99_atr_regime_volatile_budget_mult_0.10,one_side,DOWN,,0.0000,,,73.9929,0.5100,0.5100,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,5.88235294
1780600079459,13,btc-updown-5m-1780600200,d1_one_leg_down_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.000_discount_req_0.025_combined_1.02_atr_70.01_atr_regime_volatile_budget_mult_0.10,one_side,DOWN,,0.0000,,,70.0071,0.5100,0.5100,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,5.88235294
1780600379460,14,btc-updown-5m-1780600500,d1_one_leg_down_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.025_combined_1.02_atr_61.83_atr_regime_volatile_budget_mult_0.10,one_side,DOWN,,0.0000,,,61.8286,0.5100,0.5100,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,5.88235294
1780600679460,15,btc-updown-5m-1780600800,d1_one_leg_down_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.025_combined_1.02_atr_74.89_atr_regime_volatile_budget_mult_0.10,one_side,DOWN,,0.0000,,,74.8857,0.5100,0.5100,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,5.88235294
1780600979463,16,btc-updown-5m-1780601100,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.025_combined_1.02_atr_82.06_atr_regime_volatile_budget_mult_0.10,one_side,UP,,0.0000,,,82.0571,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780601279463,17,btc-updown-5m-1780601400,d1_one_leg_up_ask_0.50_fair_0.500_edge_+0.000_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.020_discount_req_0.025_combined_1.02_atr_83.51_atr_regime_volatile_budget_mult_0.10,one_side,UP,,0.0000,,,83.5071,0.5000,0.5200,0.1000,0.5000,3.0000,3.0000,6.00000000,0.0000,0.00000000
1780601591464,18,btc-updown-5m-1780601700,d1_one_leg_down_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_-0.010_discount_req_0.025_combined_1.01_atr_81.59_atr_regime_volatile_budget_mult_0.10,one_side,DOWN,,0.0000,,,81.5857,0.5000,0.5100,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,5.88235294
1780601879465,19,btc-updown-5m-1780602000,d1_one_leg_down_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.025_combined_1.02_atr_75.87_atr_regime_volatile_budget_mult_0.10,one_side,DOWN,,0.0000,,,75.8714,0.5100,0.5100,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,5.88235294
1780602179465,20,btc-updown-5m-1780602300,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.025_combined_1.02_atr_79.31_atr_regime_volatile_budget_mult_0.10,one_side,UP,,0.0000,,,79.3071,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780602480466,21,btc-updown-5m-1780602600,d1_one_leg_down_ask_0.50_fair_0.500_edge_+0.000_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.020_discount_req_0.025_combined_1.02_atr_68.61_atr_regime_volatile_budget_mult_0.10,one_side,DOWN,,0.0000,,,68.6071,0.5200,0.5000,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.00000000
1780602779468,22,btc-updown-5m-1780602900,d1_one_leg_down_ask_0.50_fair_0.500_edge_+0.000_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.020_discount_req_0.025_combined_1.02_atr_69.34_atr_regime_volatile_budget_mult_0.10,one_side,DOWN,,0.0000,,,69.3429,0.5200,0.5000,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.00000000
1780603079468,23,btc-updown-5m-1780603200,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.025_combined_1.02_atr_74.86_atr_regime_volatile_budget_mult_0.10,one_side,UP,,0.0000,,,74.8643,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780603379469,24,btc-updown-5m-1780603500,d1_one_leg_down_ask_0.49_fair_0.500_edge_+0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.040_discount_req_0.025_combined_1.02_atr_85.43_atr_regime_volatile_budget_mult_0.10,one_side,DOWN,,0.0000,,,85.4286,0.5300,0.4900,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.12244898
1780603679469,25,btc-updown-5m-1780603800,d1_one_leg_down_ask_0.50_fair_0.500_edge_+0.000_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.020_discount_req_0.035_combined_1.02_atr_91.79_atr_regime_storm_budget_mult_0.10,one_side,DOWN,,0.0000,,,91.7857,0.5200,0.5000,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.00000000
1780603979472,26,btc-updown-5m-1780604100,d1_one_leg_down_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.025_combined_1.02_atr_82.53_atr_regime_volatile_budget_mult_0.10,one_side,DOWN,,0.0000,,,82.5286,0.5100,0.5100,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,5.88235294
1780604279472,27,btc-updown-5m-1780604400,d1_one_leg_down_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.025_combined_1.02_atr_81.50_atr_regime_volatile_budget_mult_0.10,one_side,DOWN,,0.0000,,,81.5000,0.5100,0.5100,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,5.88235294
1780604579473,28,btc-updown-5m-1780604700,d1_one_leg_down_ask_0.50_fair_0.500_edge_+0.000_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.010_discount_req_0.025_combined_1.01_atr_77.93_atr_regime_volatile_budget_mult_0.10,one_side,DOWN,,0.0000,,,77.9286,0.5100,0.5000,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.00000000
1780604879475,29,btc-updown-5m-1780605000,d1_one_leg_down_ask_0.49_fair_0.500_edge_+0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.040_discount_req_0.025_combined_1.02_atr_70.80_atr_regime_volatile_budget_mult_0.10,one_side,DOWN,,0.0000,,,70.8000,0.5300,0.4900,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.12244898
1780605179476,30,btc-updown-5m-1780605300,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.025_combined_1.02_atr_78.98_atr_regime_volatile_budget_mult_0.10,one_side,UP,,0.0000,,,78.9786,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780605480474,31,btc-updown-5m-1780605600,d1_one_leg_up_ask_0.50_fair_0.500_edge_+0.000_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.020_discount_req_0.025_combined_1.02_atr_78.61_atr_regime_volatile_budget_mult_0.10,one_side,UP,,0.0000,,,78.6071,0.5000,0.5200,0.1000,0.5000,3.0000,3.0000,6.00000000,0.0000,0.00000000
1780605783476,32,btc-updown-5m-1780605900,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.025_combined_1.02_atr_76.55_atr_regime_volatile_budget_mult_0.10,one_side,UP,,0.0000,,,76.5500,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780606079476,33,btc-updown-5m-1780606200,d1_one_leg_down_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.025_combined_1.02_atr_65.93_atr_regime_volatile_budget_mult_0.10,one_side,DOWN,,0.0000,,,65.9286,0.5100,0.5100,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,5.88235294
1780606380562,34,btc-updown-5m-1780606500,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.025_combined_1.02_atr_80.11_atr_regime_volatile_budget_mult_0.10,one_side,UP,,0.0000,,,80.1071,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780606702477,35,btc-updown-5m-1780606800,d1_one_leg_down_ask_0.50_fair_0.500_edge_+0.000_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.020_discount_req_0.025_combined_1.02_atr_75.41_atr_regime_volatile_budget_mult_0.10,one_side,DOWN,,0.0000,,,75.4143,0.5200,0.5000,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.00000000
1780606979477,36,btc-updown-5m-1780607100,d1_one_leg_down_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.025_combined_1.02_atr_68.57_atr_regime_volatile_budget_mult_0.10,one_side,DOWN,,0.0000,,,68.5714,0.5100,0.5100,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,5.88235294
1780607279479,37,btc-updown-5m-1780607400,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.000_discount_req_0.025_combined_1.02_atr_71.56_atr_regime_volatile_budget_mult_0.10,one_side,UP,,0.0000,,,71.5643,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780607579479,38,btc-updown-5m-1780607700,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.025_combined_1.02_atr_79.10_atr_regime_volatile_budget_mult_0.10,one_side,UP,,0.0000,,,79.1000,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780607879479,39,btc-updown-5m-1780608000,d1_one_leg_down_ask_0.50_fair_0.500_edge_+0.000_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.010_discount_req_0.025_combined_1.01_atr_79.62_atr_regime_volatile_budget_mult_0.10,one_side,DOWN,,0.0000,,,79.6214,0.5100,0.5000,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.00000000
1780608179480,40,btc-updown-5m-1780608300,d1_one_leg_down_ask_0.50_fair_0.500_edge_+0.000_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.020_discount_req_0.025_combined_1.02_atr_78.98_atr_regime_volatile_budget_mult_0.10,one_side,DOWN,,0.0000,,,78.9786,0.5200,0.5000,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.00000000
1780608479482,41,btc-updown-5m-1780608600,d1_one_leg_down_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.025_combined_1.02_atr_71.16_atr_regime_volatile_budget_mult_0.10,one_side,DOWN,,0.0000,,,71.1643,0.5100,0.5100,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,5.88235294
1780609079483,43,btc-updown-5m-1780609200,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.000_discount_req_0.025_combined_1.02_atr_75.81_atr_regime_volatile_budget_mult_0.10,one_side,UP,,0.0000,,,75.8143,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780609379483,44,btc-updown-5m-1780609500,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.000_discount_req_0.025_combined_1.02_atr_88.49_atr_regime_volatile_budget_mult_0.10,one_side,UP,,0.0000,,,88.4929,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780609709497,45,btc-updown-5m-1780609800,d1_one_leg_down_ask_0.50_fair_0.500_edge_+0.000_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.020_discount_req_0.035_combined_1.02_atr_103.41_atr_regime_storm_budget_mult_0.10,one_side,DOWN,,0.0000,,,103.4071,0.5200,0.5000,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.00000000
1780609979485,46,btc-updown-5m-1780610100,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.035_combined_1.02_atr_93.44_atr_regime_storm_budget_mult_0.10,one_side,UP,,0.0000,,,93.4357,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780610279485,47,btc-updown-5m-1780610400,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.000_discount_req_0.025_combined_1.02_atr_82.26_atr_regime_volatile_budget_mult_0.10,one_side,UP,,0.0000,,,82.2571,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780610579494,48,btc-updown-5m-1780610700,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.025_combined_1.02_atr_79.90_atr_regime_volatile_budget_mult_0.10,one_side,UP,,0.0000,,,79.9000,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780610879487,49,btc-updown-5m-1780611000,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.035_combined_1.02_atr_105.54_atr_regime_storm_budget_mult_0.10,one_side,UP,,0.0000,,,105.5429,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780611179489,50,btc-updown-5m-1780611300,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.000_discount_req_0.035_combined_1.02_atr_113.19_atr_regime_storm_budget_mult_0.10,one_side,UP,,0.0000,,,113.1857,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780611483490,51,btc-updown-5m-1780611600,d1_one_leg_down_ask_0.50_fair_0.500_edge_+0.000_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.020_discount_req_0.035_combined_1.02_atr_121.91_atr_regime_storm_budget_mult_0.10,one_side,DOWN,,0.0000,,,121.9143,0.5200,0.5000,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.00000000
1780611779491,52,btc-updown-5m-1780611900,d1_one_leg_down_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.035_combined_1.02_atr_105.54_atr_regime_storm_budget_mult_0.10,one_side,DOWN,,0.0000,,,105.5429,0.5100,0.5100,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,5.88235294
