timestamp,window_id,slug,reason,entry_mode,entry_side,llm_side,llm_confidence,llm_strength,llm_reason,current_atr,up_ask,down_ask,budget_multiplier,cheaper_side_ratio,total_budget,buy_up_usd,buy_up_shares,buy_down_usd,buy_down_shares
1780576081888,1,btc-updown-15m-1780576200,d1_one_leg_up_ask_0.47_fair_0.560_edge_+0.090_source_llm_prior_conf_0.62_strength_medium_conf_0_ptb_known_false_discount_0.080_discount_req_0.035_combined_1.02_atr_100.79_atr_regime_storm_budget_mult_0.10,one_side,UP,UP,0.6200,medium,"Positive raw and smoothed velocity indicate upward momentum leading into the window open, while the UP contract is priced attractively below parity at 0.47.",100.7929,0.4700,0.5500,0.1000,0.5000,3.0000,3.0000,6.38297872,0.0000,0.00000000
1780576982543,2,btc-updown-15m-1780577100,d1_one_leg_down_ask_0.53_fair_0.590_edge_+0.060_source_llm_prior_conf_0.68_strength_medium_conf_0_ptb_known_false_discount_-0.030_discount_req_0.035_combined_1.03_atr_148.85_atr_regime_storm_budget_mult_0.10,one_side,DOWN,DOWN,0.6800,medium,Strong negative velocity and acceleration indicate sustained downward momentum leading into the window open.,146.4429,0.5000,0.5300,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,5.66037736
1780577988281,3,btc-updown-15m-1780578000,d1_one_leg_up_ask_0.48_fair_0.500_edge_+0.020_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.060_discount_req_0.035_combined_1.02_atr_120.69_atr_regime_storm_budget_mult_0.10,one_side,UP,UP,0.5500,weak,"Positive raw velocity and acceleration suggest a potential upward reversal, making the cheaper UP contract attractive near parity.",120.6857,0.4800,0.5400,0.1000,0.5000,3.0000,3.0000,6.25000000,0.0000,0.00000000
1780578782835,4,btc-updown-15m-1780578900,d1_one_leg_down_ask_0.55_fair_0.575_edge_+0.025_source_llm_prior_conf_0.65_strength_medium_conf_0_ptb_known_false_discount_-0.080_discount_req_0.035_combined_1.02_atr_110.41_atr_regime_storm_budget_mult_0.10,one_side,DOWN,DOWN,0.6500,medium,Strong negative velocity and acceleration indicate persistent downward momentum leading into the window open.,111.9857,0.4700,0.5500,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,5.45454545
1780579682539,5,btc-updown-15m-1780579800,d1_one_leg_down_ask_0.49_fair_0.560_edge_+0.070_source_llm_prior_conf_0.62_strength_medium_conf_0_ptb_known_false_discount_0.040_discount_req_0.035_combined_1.02_atr_117.48_atr_regime_storm_budget_mult_0.10,one_side,DOWN,DOWN,0.6200,medium,Negative raw and smoothed velocity indicate strong downward momentum leading into the window open.,118.9143,0.5300,0.4900,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.12244898
1780580582818,6,btc-updown-15m-1780580700,d1_one_leg_down_ask_0.52_fair_0.575_edge_+0.055_source_llm_prior_conf_0.65_strength_medium_conf_0_ptb_known_false_discount_-0.020_discount_req_0.035_combined_1.02_atr_196.03_atr_regime_storm_budget_mult_0.10,one_side,DOWN,DOWN,0.6500,medium,Strong negative velocity and smoothed velocity indicate persistent short-term downward momentum leading into the window open.,209.4714,0.5000,0.5200,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,5.76923077
1780581482634,7,btc-updown-15m-1780581600,d1_one_leg_up_ask_0.47_fair_0.575_edge_+0.105_source_llm_prior_conf_0.65_strength_medium_conf_0_ptb_known_false_discount_0.080_discount_req_0.035_combined_1.02_atr_145.12_atr_regime_storm_budget_mult_0.10,one_side,UP,UP,0.6500,medium,"Strong positive velocity indicates upward momentum leading into the window open, with the UP contract currently priced attractively below parity at 0.47.",146.0071,0.4700,0.5500,0.1000,0.5000,3.0000,3.0000,6.38297872,0.0000,0.00000000
1780582382299,8,btc-updown-15m-1780582500,d1_one_leg_up_ask_0.45_fair_0.575_edge_+0.125_source_llm_prior_conf_0.65_strength_medium_conf_0_ptb_known_false_discount_0.120_discount_req_0.035_combined_1.02_atr_152.97_atr_regime_storm_budget_mult_0.10,one_side,UP,UP,0.6500,medium,"Positive smoothed velocity and acceleration indicate upward momentum, while the UP contract is currently priced at a favorable discount near parity.",151.9786,0.4500,0.5700,0.1000,0.5000,3.0000,3.0000,6.66666667,0.0000,0.00000000
1780583282686,9,btc-updown-15m-1780583400,d1_one_leg_down_ask_0.53_fair_0.550_edge_+0.020_source_llm_prior_conf_0.60_strength_medium_conf_0_ptb_known_false_discount_-0.040_discount_req_0.035_combined_1.02_atr_108.16_atr_regime_storm_budget_mult_0.10,one_side,DOWN,DOWN,0.6000,medium,Negative raw velocity and strong negative acceleration indicate a short-term downward momentum shift leading into the window open.,105.5429,0.4900,0.5300,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,5.66037736
1780584198321,10,btc-updown-15m-1780584300,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.035_combined_1.02_atr_94.31_atr_regime_storm_budget_mult_0.10,one_side,UP,UP,0.5500,medium,Positive raw velocity and positive acceleration suggest a short-term upward reversal from the negative smoothed velocity trend.,94.3143,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780585082568,11,btc-updown-15m-1780585200,d1_one_leg_up_ask_0.52_fair_0.560_edge_+0.040_source_llm_prior_conf_0.62_strength_medium_conf_0_ptb_known_false_discount_-0.020_discount_req_0.035_combined_1.02_atr_95.78_atr_regime_storm_budget_mult_0.10,one_side,UP,UP,0.6200,medium,"Positive raw and smoothed velocity indicate upward momentum heading into the window open, despite slight deceleration.",101.3357,0.5200,0.5000,0.1000,0.5000,3.0000,3.0000,5.76923077,0.0000,0.00000000
1780585983299,12,btc-updown-15m-1780586100,d1_one_leg_down_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.035_combined_1.02_atr_125.99_atr_regime_storm_budget_mult_0.10,one_side,DOWN,UP,0.5500,weak,"Positive raw and smoothed velocity indicate short-term upward momentum, though negative acceleration suggests the move may be slowing.",125.9929,0.5100,0.5100,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,5.88235294
1780586882629,13,btc-updown-15m-1780587000,d1_one_leg_up_ask_0.53_fair_0.575_edge_+0.045_source_llm_prior_conf_0.65_strength_medium_conf_0_ptb_known_false_discount_-0.040_discount_req_0.035_combined_1.02_atr_105.59_atr_regime_storm_budget_mult_0.10,one_side,UP,UP,0.6500,medium,"Positive raw and smoothed velocity indicate upward momentum leading into the window open, despite minor deceleration.",103.8857,0.5300,0.4900,0.1000,0.5000,3.0000,3.0000,5.66037736,0.0000,0.00000000
