timestamp,window_id,slug,status,llm_side,llm_confidence,llm_strength,llm_reason,llm_risk,key_drivers,result_winner,result_correct,current_atr,secs_to_start,spot_price,spot_velocity_usd_per_sec,spot_smoothed_velocity_usd_per_sec,spot_acceleration_usd_per_sec2,up_bid,up_ask,down_bid,down_ask
1780567082023,1,btc-updown-15m-1780567200,ok,UP,0.6500,medium,"Positive raw and smoothed velocity indicate upward price momentum leading into the window open, despite slight deceleration.",Slightly negative acceleration suggests the upward momentum could be slowing down or reversing near the open.,"Positive raw velocity of 2.25 USD/sec | Smoothed velocity remains supportive at 1.27 USD/sec | Price is consolidating upward near the 63,094 level",,,102.4357,120,63094.7637,2.254812,1.268604,-0.111113,0.5100,0.5200,0.4900,0.5000
1780567982078,2,btc-updown-15m-1780568100,ok,UP,0.6500,medium,Positive raw and smoothed velocity combined with positive acceleration indicates upward momentum leading into the window open.,High 1-minute ATR of 95.21 USD suggests elevated volatility that could easily trigger a sharp reversal.,Positive smoothed velocity of 1.91 USD/sec | Positive acceleration of 0.04 USD/sec2 | Upward price trend established in the minutes preceding the window,,,95.2143,120,62897.8873,1.187947,1.906413,0.041230,0.4900,0.5000,0.5100,0.5200
1780568099219,1,btc-updown-15m-1780567200,result,UP,0.6500,medium,"Positive raw and smoothed velocity indicate upward price momentum leading into the window open, despite slight deceleration.",Slightly negative acceleration suggests the upward momentum could be slowing down or reversing near the open.,"Positive raw velocity of 2.25 USD/sec | Smoothed velocity remains supportive at 1.27 USD/sec | Price is consolidating upward near the 63,094 level",DOWN,false,95.3929,0,62794.5796,-0.644701,-0.737646,0.174952,0.0100,0.0200,0.9900,1.0000
1780568883114,3,btc-updown-15m-1780569000,ok,DOWN,0.5500,medium,"Negative raw and smoothed velocity indicate short-term downward momentum, despite positive acceleration suggesting a potential deceleration of the drop.",Positive acceleration of 0.88 USD/sec2 indicates the downward move is slowing down and could reverse before or during the window.,Negative raw velocity of -4.57 USD/sec | Smoothed velocity remains negative at -2.49 USD/sec | DOWN contract is currently priced attractively near parity at 0.47 ask,,,86.1500,120,62549.1581,-4.574462,-2.495322,0.888941,0.5400,0.5500,0.4600,0.4700
1780568999222,2,btc-updown-15m-1780568100,result,UP,0.6500,medium,Positive raw and smoothed velocity combined with positive acceleration indicates upward momentum leading into the window open.,High 1-minute ATR of 95.21 USD suggests elevated volatility that could easily trigger a sharp reversal.,Positive smoothed velocity of 1.91 USD/sec | Positive acceleration of 0.04 USD/sec2 | Upward price trend established in the minutes preceding the window,DOWN,false,101.8500,0,62438.0092,0.592055,-0.681992,0.021952,0.0100,0.0100,0.9900,1.0000
1780569783156,4,btc-updown-15m-1780569900,ok,DOWN,0.7500,strong,Strong negative velocity and accelerating downward momentum suggest continued downward pressure leading into the window open.,A sudden liquidity sweep or mean reversion bounce at the window open could quickly reverse the short-term trend.,Negative smoothed velocity of -3.22 USD/sec | Negative acceleration of -0.80 USD/sec² indicating increasing downward momentum | DOWN contract is currently priced attractively near parity at 0.48,,,109.0929,120,62513.7874,-2.991086,-3.219294,-0.801144,0.5300,0.5400,0.4700,0.4800
1780569899224,3,btc-updown-15m-1780569000,result,DOWN,0.5500,medium,"Negative raw and smoothed velocity indicate short-term downward momentum, despite positive acceleration suggesting a potential deceleration of the drop.",Positive acceleration of 0.88 USD/sec2 indicates the downward move is slowing down and could reverse before or during the window.,Negative raw velocity of -4.57 USD/sec | Smoothed velocity remains negative at -2.49 USD/sec | DOWN contract is currently priced attractively near parity at 0.47 ask,UP,false,119.0429,0,62636.2176,2.141081,1.015992,-0.158183,0.9900,1.0000,0.0100,0.0100
1780570682805,5,btc-updown-15m-1780570800,ok,UP,0.5800,medium,Positive smoothed velocity indicates sustained upward momentum leading into the window despite minor deceleration.,Slight negative acceleration suggests the upward momentum could be tapering off before the window opens.,"Positive smoothed velocity of 0.20 USD/sec | Current spot price stabilizing above recent support levels | Downside contract ask is near parity at 0.50, offering a balanced entry if momentum shifts",,,150.1357,120,62332.6977,0.007756,0.204530,-0.008907,0.5100,0.5300,0.4900,0.5000
1780570799225,4,btc-updown-15m-1780569900,result,DOWN,0.7500,strong,Strong negative velocity and accelerating downward momentum suggest continued downward pressure leading into the window open.,A sudden liquidity sweep or mean reversion bounce at the window open could quickly reverse the short-term trend.,Negative smoothed velocity of -3.22 USD/sec | Negative acceleration of -0.80 USD/sec² indicating increasing downward momentum | DOWN contract is currently priced attractively near parity at 0.48,DOWN,true,140.7929,0,62357.7201,-0.215767,-0.594403,-0.155937,0.0010,0.0010,0.9990,1.0090
1780571582133,6,btc-updown-15m-1780571700,ok,DOWN,0.7500,medium,Strong negative velocity and accelerating downward momentum suggest a high probability of continued downward movement leading into the window open.,A sudden trend reversal or short squeeze near the window open could invalidate the downward momentum.,Negative raw velocity of -1.69 USD/sec | Negative smoothed velocity of -1.34 USD/sec | Negative acceleration of -0.68 USD/sec^2 indicating increasing downward momentum,,,106.9500,120,62226.3800,-1.691944,-1.342147,-0.683172,0.5400,0.5500,0.4600,0.4700
1780571699226,5,btc-updown-15m-1780570800,result,UP,0.5800,medium,Positive smoothed velocity indicates sustained upward momentum leading into the window despite minor deceleration.,Slight negative acceleration suggests the upward momentum could be tapering off before the window opens.,"Positive smoothed velocity of 0.20 USD/sec | Current spot price stabilizing above recent support levels | Downside contract ask is near parity at 0.50, offering a balanced entry if momentum shifts",DOWN,false,104.7857,0,62201.8693,0.088777,-0.200909,0.017460,0.0100,0.0100,0.9900,1.0000
1780572481920,7,btc-updown-15m-1780572600,ok,UP,0.5500,medium,"Positive smoothed velocity indicates upward momentum leading into the window, despite minor deceleration.",Negative acceleration indicates the upward momentum is slowing down and could reverse before the window opens.,Positive smoothed velocity of 0.176 USD/sec | Raw velocity remains positive at 0.117 USD/sec | High 1-minute ATR of 92.91 suggests sufficient volatility to sustain the directional move,,,92.9143,120,62510.0502,0.117423,0.176577,-0.219184,0.5200,0.5300,0.4800,0.4900
1780572599228,6,btc-updown-15m-1780571700,result,DOWN,0.7500,medium,Strong negative velocity and accelerating downward momentum suggest a high probability of continued downward movement leading into the window open.,A sudden trend reversal or short squeeze near the window open could invalidate the downward momentum.,Negative raw velocity of -1.69 USD/sec | Negative smoothed velocity of -1.34 USD/sec | Negative acceleration of -0.68 USD/sec^2 indicating increasing downward momentum,UP,false,92.4286,0,62549.0402,0.035309,-0.010765,-0.121810,0.9990,1.0090,0.0010,0.0020
