timestamp,window_id,slug,reason,entry_mode,entry_side,llm_side,llm_confidence,llm_strength,llm_reason,current_atr,up_ask,down_ask,budget_multiplier,cheaper_side_ratio,total_budget,buy_up_usd,buy_up_shares,buy_down_usd,buy_down_shares
1780567082351,1,btc-updown-5m-1780567200,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.035_combined_1.02_atr_102.44_atr_regime_storm_budget_mult_0.10,one_side,UP,UP,0.5500,weak,"Positive short-term velocity suggests upward momentum, though negative acceleration indicates the trend is slowing down.",102.4357,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780567383695,2,btc-updown-5m-1780567500,d1_one_leg_down_ask_0.50_fair_0.500_edge_+0.000_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.020_discount_req_0.035_combined_1.02_atr_102.44_atr_regime_storm_budget_mult_0.10,one_side,DOWN,UP,0.5800,medium,"Positive smoothed velocity indicates upward momentum leading into the window, despite slight deceleration.",102.4357,0.5200,0.5000,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.00000000
1780567682768,3,btc-updown-5m-1780567800,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.035_combined_1.02_atr_102.44_atr_regime_storm_budget_mult_0.10,one_side,UP,UP,0.6500,medium,"Positive raw and smoothed velocities indicate upward momentum leading into the window, despite minor deceleration.",102.4357,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780567991696,4,btc-updown-5m-1780568100,d1_one_leg_down_ask_0.50_fair_0.500_edge_+0.000_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.020_discount_req_0.035_combined_1.02_atr_100.15_atr_regime_storm_budget_mult_0.10,one_side,DOWN,UP,0.6500,medium,"Positive smoothed velocity of 1.79 USD/sec indicates upward momentum leading into the window open, despite minor deceleration.",100.1500,0.5200,0.5000,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.00000000
1780568282536,5,btc-updown-5m-1780568400,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.000_discount_req_0.035_combined_1.02_atr_93.46_atr_regime_storm_budget_mult_0.10,one_side,UP,UP,0.6500,medium,Positive raw and smoothed velocity combined with positive acceleration indicates sustained upward momentum leading into the window open.,94.3286,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780568582123,6,btc-updown-5m-1780568700,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.035_combined_1.02_atr_92.42_atr_regime_storm_budget_mult_0.10,one_side,UP,UP,0.6500,medium,"Positive raw and smoothed velocity indicate upward momentum leading into the window, despite minor deceleration.",93.3214,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780568882945,7,btc-updown-5m-1780569000,d1_one_leg_down_ask_0.50_fair_0.500_edge_+0.000_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.020_discount_req_0.025_combined_1.02_atr_86.15_atr_regime_volatile_budget_mult_0.10,one_side,DOWN,UP,0.5500,weak,"Positive acceleration suggests the downward momentum is decelerating, pointing to a potential upward reversal by the window open.",95.8357,0.5200,0.5000,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.00000000
1780569189698,8,btc-updown-5m-1780569300,d1_one_leg_down_ask_0.49_fair_0.500_edge_+0.010_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.040_discount_req_0.035_combined_1.02_atr_113.57_atr_regime_storm_budget_mult_0.10,one_side,DOWN,UP,0.6500,medium,Positive smoothed velocity and acceleration indicate upward momentum leading into the window despite a minor short-term raw velocity dip.,113.5714,0.5300,0.4900,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.12244898
1780569484335,9,btc-updown-5m-1780569600,d1_one_leg_down_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.035_combined_1.02_atr_117.23_atr_regime_storm_budget_mult_0.10,one_side,DOWN,DOWN,0.5500,medium,"Negative raw and smoothed velocities indicate short-term downward momentum leading into the window, despite positive acceleration.",116.6000,0.5100,0.5100,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,5.88235294
1780569783054,10,btc-updown-5m-1780569900,d1_one_leg_down_ask_0.50_fair_0.625_edge_+0.125_source_llm_prior_conf_0.75_strength_strong_conf_0_ptb_known_false_discount_0.020_discount_req_0.035_combined_1.02_atr_109.09_atr_regime_storm_budget_mult_0.10,one_side,DOWN,DOWN,0.7500,strong,Strong downward momentum is indicated by both raw and smoothed negative velocities coupled with negative acceleration leading up to the window open.,110.2214,0.5200,0.5000,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.00000000
1780570083391,11,btc-updown-5m-1780570200,d1_one_leg_down_ask_0.50_fair_0.500_edge_+0.000_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.010_discount_req_0.035_combined_1.01_atr_109.01_atr_regime_storm_budget_mult_0.10,one_side,DOWN,DOWN,0.6500,medium,Negative raw and smoothed velocity combined with negative acceleration indicates a sustained short-term downward momentum leading into the window open.,106.3000,0.5100,0.5000,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.00000000
